# Steple pair pool
# Generated: 2026-06-06
# Word length: 4   Moves: 4–5   Sample: 500,000
# Pairs: 19752 (easy: 13521, medium: 6231, hard: 0)
# Format: START,TARGET  # score=N tier=X moves=N avg=N min=N conc=N
# ── Easy (score 1–6, moves 4) ───────────────────────────
MIND,PICS  # score=5 tier=easy moves=4 avg=19.8 min=13 conc=0.47
MIND,LOSE  # score=5 tier=easy moves=4 avg=21.6 min=14 conc=0.45
MIND,FAST  # score=5 tier=easy moves=4 avg=14.8 min=12 conc=0.51
MIND,FOOL  # score=5 tier=easy moves=4 avg=12.2 min=11 conc=0.42
MIND,TANG  # score=5 tier=easy moves=4 avg=16 min=14 conc=0.49
MIND,BACK  # score=5 tier=easy moves=4 avg=16.4 min=14 conc=0.42
MIND,TOLL  # score=5 tier=easy moves=4 avg=14.4 min=12 conc=0.47
MIND,SANG  # score=5 tier=easy moves=4 avg=15.2 min=12 conc=0.43
MIND,BATE  # score=5 tier=easy moves=4 avg=19.2 min=14 conc=0.4
MIND,TANK  # score=5 tier=easy moves=4 avg=15.2 min=12 conc=0.42
MIND,BAKE  # score=5 tier=easy moves=4 avg=18 min=14 conc=0.42
MIND,WAIT  # score=5 tier=easy moves=4 avg=14.2 min=13 conc=0.38
MIND,BARK  # score=5 tier=easy moves=4 avg=17.8 min=14 conc=0.39
MIND,DOME  # score=5 tier=easy moves=4 avg=22.4 min=14 conc=0.44
MIND,SAME  # score=5 tier=easy moves=4 avg=23.4 min=14 conc=0.44
MIND,GOOD  # score=5 tier=easy moves=4 avg=12.8 min=11 conc=0.42
MIND,PONY  # score=5 tier=easy moves=4 avg=12.6 min=9 conc=0.38
MIND,BOTS  # score=5 tier=easy moves=4 avg=21.4 min=14 conc=0.47
MIND,BOLT  # score=5 tier=easy moves=4 avg=14.4 min=12 conc=0.42
MIND,SURE  # score=5 tier=easy moves=4 avg=19.6 min=12 conc=0.43
MIND,WISH  # score=5 tier=easy moves=4 avg=16.6 min=10 conc=0.43
MIND,LORE  # score=5 tier=easy moves=4 avg=23.4 min=14 conc=0.44
MIND,WARS  # score=5 tier=easy moves=4 avg=18 min=13 conc=0.41
MIND,BARB  # score=5 tier=easy moves=4 avg=15.6 min=10 conc=0.45
MIND,WORE  # score=5 tier=easy moves=4 avg=19.8 min=14 conc=0.44
MIND,SANS  # score=5 tier=easy moves=4 avg=16.4 min=12 conc=0.39
MIND,DUKE  # score=5 tier=easy moves=4 avg=18.6 min=11 conc=0.42
MIND,WERE  # score=5 tier=easy moves=4 avg=17.4 min=10 conc=0.45
MIND,TALE  # score=5 tier=easy moves=4 avg=18.8 min=12 conc=0.4
MIND,FORT  # score=5 tier=easy moves=4 avg=13.4 min=11 conc=0.4
MINE,PAYS  # score=5 tier=easy moves=4 avg=24.8 min=23 conc=0.48
MINE,LAMB  # score=5 tier=easy moves=4 avg=22.2 min=8 conc=0.45
MINE,DART  # score=5 tier=easy moves=4 avg=22.4 min=16 conc=0.45
MINE,FOOD  # score=5 tier=easy moves=4 avg=16.8 min=11 conc=0.45
MINE,PACK  # score=5 tier=easy moves=4 avg=22.4 min=19 conc=0.46
MINE,LAMA  # score=5 tier=easy moves=4 avg=22.2 min=8 conc=0.45
MINE,WORK  # score=5 tier=easy moves=4 avg=21.2 min=11 conc=0.46
MINE,PADS  # score=5 tier=easy moves=4 avg=24.6 min=23 conc=0.45
MINE,SALT  # score=5 tier=easy moves=4 avg=22.6 min=7 conc=0.46
MINE,PALS  # score=5 tier=easy moves=4 avg=24.4 min=22 conc=0.46
MINI,PACE  # score=5 tier=easy moves=4 avg=20.2 min=9 conc=0.49
MINI,SALE  # score=5 tier=easy moves=4 avg=23 min=9 conc=0.48
MINI,POND  # score=5 tier=easy moves=4 avg=11.6 min=9 conc=0.46
MINI,FAST  # score=5 tier=easy moves=4 avg=13.8 min=9 conc=0.55
MINI,PACT  # score=5 tier=easy moves=4 avg=12.4 min=9 conc=0.44
MINI,HOLE  # score=5 tier=easy moves=4 avg=22 min=9 conc=0.44
MINI,BANK  # score=5 tier=easy moves=4 avg=14.6 min=9 conc=0.44
MINI,TOLD  # score=5 tier=easy moves=4 avg=13.2 min=9 conc=0.53
MINI,SITH  # score=5 tier=easy moves=4 avg=17.8 min=8 conc=0.48
MINT,PALS  # score=5 tier=easy moves=4 avg=18.4 min=13 conc=0.38
MINT,WARD  # score=5 tier=easy moves=4 avg=15.6 min=13 conc=0.41
MINT,PALE  # score=5 tier=easy moves=4 avg=18.8 min=13 conc=0.39
MINT,PIER  # score=5 tier=easy moves=4 avg=17.2 min=8 conc=0.45
MINT,WORE  # score=5 tier=easy moves=4 avg=22.2 min=16 conc=0.45
MINT,SAME  # score=5 tier=easy moves=4 avg=23.8 min=16 conc=0.43
MINT,PARK  # score=5 tier=easy moves=4 avg=16.4 min=13 conc=0.4
MISS,CARE  # score=5 tier=easy moves=4 avg=25.6 min=16 conc=0.37
MISS,PANE  # score=5 tier=easy moves=4 avg=21.2 min=16 conc=0.43
MISS,CARB  # score=5 tier=easy moves=4 avg=21.6 min=13 conc=0.45
MISS,LENT  # score=5 tier=easy moves=4 avg=17.8 min=14 conc=0.44
MISS,RODE  # score=5 tier=easy moves=4 avg=21.4 min=16 conc=0.44
MISS,LEND  # score=5 tier=easy moves=4 avg=16.8 min=14 conc=0.44
MISS,LONE  # score=5 tier=easy moves=4 avg=20 min=16 conc=0.43
MISS,RATE  # score=5 tier=easy moves=4 avg=24.2 min=16 conc=0.45
MISS,BOTH  # score=5 tier=easy moves=4 avg=20.4 min=10 conc=0.41
MIST,TANK  # score=5 tier=easy moves=4 avg=13.6 min=8 conc=0.44
MIST,BALL  # score=5 tier=easy moves=4 avg=18.4 min=12 conc=0.44
MIST,CALL  # score=5 tier=easy moves=4 avg=17.8 min=12 conc=0.46
MIST,PADS  # score=5 tier=easy moves=4 avg=20.2 min=17 conc=0.49
MIST,NOSE  # score=5 tier=easy moves=4 avg=13.8 min=12 conc=0.48
MIST,FIFE  # score=5 tier=easy moves=4 avg=12 min=8 conc=0.49
MIST,CATS  # score=5 tier=easy moves=4 avg=21.2 min=12 conc=0.47
MIST,NONE  # score=5 tier=easy moves=4 avg=19 min=16 conc=0.49
MIST,GODS  # score=5 tier=easy moves=4 avg=21.4 min=17 conc=0.46
MIST,LONE  # score=5 tier=easy moves=4 avg=17.4 min=15 conc=0.45
MIST,LENS  # score=5 tier=easy moves=4 avg=19 min=15 conc=0.49
MIST,LORE  # score=5 tier=easy moves=4 avg=18.2 min=15 conc=0.45
MIST,HARP  # score=5 tier=easy moves=4 avg=16.8 min=10 conc=0.48
MIST,FOND  # score=5 tier=easy moves=4 avg=14.2 min=11 conc=0.39
MIST,PICS  # score=5 tier=easy moves=4 avg=18.4 min=13 conc=0.43
MIST,SACK  # score=5 tier=easy moves=4 avg=16.4 min=10 conc=0.48
MIST,PANS  # score=5 tier=easy moves=4 avg=19.4 min=13 conc=0.44
MOCK,HATH  # score=5 tier=easy moves=4 avg=13.8 min=9 conc=0.52
MODE,EARS  # score=5 tier=easy moves=4 avg=21.2 min=15 conc=0.49
MODE,SOFT  # score=5 tier=easy moves=4 avg=18 min=7 conc=0.45
MODE,COOP  # score=5 tier=easy moves=4 avg=15 min=8 conc=0.43
MODE,FARM  # score=5 tier=easy moves=4 avg=17.8 min=10 conc=0.46
MODE,PARK  # score=5 tier=easy moves=4 avg=21.6 min=16 conc=0.44
MODE,PALS  # score=5 tier=easy moves=4 avg=22 min=16 conc=0.45
MODE,RICK  # score=5 tier=easy moves=4 avg=18 min=16 conc=0.47
MODE,CUPS  # score=5 tier=easy moves=4 avg=18.6 min=14 conc=0.44
MODE,WARN  # score=5 tier=easy moves=4 avg=19.8 min=16 conc=0.44
MODS,LEST  # score=5 tier=easy moves=4 avg=21.8 min=16 conc=0.49
MOLD,CARL  # score=5 tier=easy moves=4 avg=16.8 min=14 conc=0.48
MOLD,COMB  # score=5 tier=easy moves=4 avg=12.6 min=7 conc=0.44
MOLD,HERB  # score=5 tier=easy moves=4 avg=13.8 min=9 conc=0.53
MOLD,HERE  # score=5 tier=easy moves=4 avg=15.4 min=12 conc=0.46
MOLD,KING  # score=5 tier=easy moves=4 avg=13.8 min=12 conc=0.49
MOLD,BARN  # score=5 tier=easy moves=4 avg=16.2 min=11 conc=0.46
MOLD,SAGE  # score=5 tier=easy moves=4 avg=19.2 min=15 conc=0.48
MOLD,SAND  # score=5 tier=easy moves=4 avg=14.6 min=11 conc=0.43
MOLD,CAKE  # score=5 tier=easy moves=4 avg=19.2 min=15 conc=0.46
MOLD,PANE  # score=5 tier=easy moves=4 avg=23.6 min=17 conc=0.43
MOLD,LOUD  # score=5 tier=easy moves=4 avg=12.6 min=7 conc=0.45
MOLD,BEAT  # score=5 tier=easy moves=4 avg=16.4 min=13 conc=0.43
MOLD,FIFE  # score=5 tier=easy moves=4 avg=15.4 min=8 conc=0.46
MOLD,FINS  # score=5 tier=easy moves=4 avg=16.4 min=11 conc=0.48
MOLD,BINS  # score=5 tier=easy moves=4 avg=17 min=12 conc=0.46
MOLD,CART  # score=5 tier=easy moves=4 avg=17.4 min=14 conc=0.46
MOLD,HARD  # score=5 tier=easy moves=4 avg=16.6 min=11 conc=0.47
MOLD,PORK  # score=5 tier=easy moves=4 avg=13.6 min=9 conc=0.47
MOLD,CARS  # score=5 tier=easy moves=4 avg=19.2 min=14 conc=0.45
MOLD,BEST  # score=5 tier=easy moves=4 avg=15.8 min=13 conc=0.49
MOLD,LAKE  # score=5 tier=easy moves=4 avg=22.8 min=17 conc=0.43
MOLD,PALM  # score=5 tier=easy moves=4 avg=12.4 min=9 conc=0.5
MOLD,CHAT  # score=5 tier=easy moves=4 avg=15 min=11 conc=0.44
MOLE,CHAT  # score=5 tier=easy moves=4 avg=18.6 min=11 conc=0.4
MOLE,HARD  # score=5 tier=easy moves=4 avg=23.8 min=18 conc=0.43
MOLE,HARP  # score=5 tier=easy moves=4 avg=22.2 min=10 conc=0.45
MOLE,HART  # score=5 tier=easy moves=4 avg=24.4 min=21 conc=0.4
MOLE,CARR  # score=5 tier=easy moves=4 avg=24.8 min=11 conc=0.47
MOLE,HATS  # score=5 tier=easy moves=4 avg=25 min=21 conc=0.46
MOLE,CAST  # score=5 tier=easy moves=4 avg=20.8 min=17 conc=0.42
MOLE,PINK  # score=5 tier=easy moves=4 avg=22.4 min=18 conc=0.45
MOLE,COON  # score=5 tier=easy moves=4 avg=20.8 min=8 conc=0.45
MOLE,LINN  # score=5 tier=easy moves=4 avg=23.2 min=11 conc=0.44
MOLE,HAUL  # score=5 tier=easy moves=4 avg=21 min=8 conc=0.44
MOLE,CAPS  # score=5 tier=easy moves=4 avg=23.6 min=20 conc=0.44
MOLE,WATT  # score=5 tier=easy moves=4 avg=20 min=8 conc=0.43
MOLE,TAGS  # score=5 tier=easy moves=4 avg=25.2 min=17 conc=0.45
MOMS,FIST  # score=5 tier=easy moves=4 avg=18.8 min=12 conc=0.48
MOMS,RATE  # score=5 tier=easy moves=4 avg=22.6 min=16 conc=0.48
MONO,TACK  # score=5 tier=easy moves=4 avg=14.4 min=7 conc=0.53
MONO,LACK  # score=5 tier=easy moves=4 avg=14.2 min=7 conc=0.53
MOOD,LARD  # score=5 tier=easy moves=4 avg=12.8 min=10 conc=0.48
MOOD,WARP  # score=5 tier=easy moves=4 avg=13.6 min=12 conc=0.5
MOOD,MIKE  # score=5 tier=easy moves=4 avg=16.2 min=12 conc=0.45
MOOD,MINI  # score=5 tier=easy moves=4 avg=12.8 min=9 conc=0.51
MOOD,HOWE  # score=5 tier=easy moves=4 avg=16 min=12 conc=0.48
MOOD,COPE  # score=5 tier=easy moves=4 avg=17.4 min=12 conc=0.47
MOOD,MICK  # score=5 tier=easy moves=4 avg=13.8 min=11 conc=0.51
MOOD,WART  # score=5 tier=easy moves=4 avg=15.8 min=12 conc=0.44
MOOD,PORK  # score=5 tier=easy moves=4 avg=11.6 min=9 conc=0.48
MOOD,BELT  # score=5 tier=easy moves=4 avg=14.8 min=12 conc=0.46
MOOD,MINT  # score=5 tier=easy moves=4 avg=14.2 min=12 conc=0.45
MOOD,BIND  # score=5 tier=easy moves=4 avg=12.2 min=11 conc=0.41
MOOD,PALE  # score=5 tier=easy moves=4 avg=21.4 min=12 conc=0.43
MOOD,MICE  # score=5 tier=easy moves=4 avg=16.6 min=12 conc=0.45
MOOD,WIRE  # score=5 tier=easy moves=4 avg=15.8 min=12 conc=0.47
MOOD,MATE  # score=5 tier=easy moves=4 avg=21.8 min=12 conc=0.43
MOOD,MARE  # score=5 tier=easy moves=4 avg=22 min=12 conc=0.42
MOOD,WAND  # score=5 tier=easy moves=4 avg=13.8 min=12 conc=0.45
MOOD,COCA  # score=5 tier=easy moves=4 avg=13.2 min=8 conc=0.47
MOON,PORK  # score=5 tier=easy moves=4 avg=15.8 min=9 conc=0.44
MOON,MIND  # score=5 tier=easy moves=4 avg=14.6 min=12 conc=0.48
MOON,PROP  # score=5 tier=easy moves=4 avg=14.6 min=8 conc=0.46
MOON,MILK  # score=5 tier=easy moves=4 avg=14 min=11 conc=0.5
MOON,TALL  # score=5 tier=easy moves=4 avg=15.8 min=11 conc=0.49
MOON,COMA  # score=5 tier=easy moves=4 avg=14.2 min=8 conc=0.43
MORE,BASS  # score=5 tier=easy moves=4 avg=22.6 min=18 conc=0.46
MORE,LOOK  # score=5 tier=easy moves=4 avg=20.8 min=13 conc=0.48
MORE,CAMS  # score=5 tier=easy moves=4 avg=27.2 min=21 conc=0.4
MORE,WINK  # score=5 tier=easy moves=4 avg=23.2 min=19 conc=0.48
MORE,BAGS  # score=5 tier=easy moves=4 avg=26 min=20 conc=0.45
MORE,NAPS  # score=5 tier=easy moves=4 avg=26 min=21 conc=0.48
MORE,BACK  # score=5 tier=easy moves=4 avg=22.6 min=18 conc=0.48
MORE,LIST  # score=5 tier=easy moves=4 avg=20.4 min=15 conc=0.45
MORE,BANK  # score=5 tier=easy moves=4 avg=23.6 min=18 conc=0.45
MORE,CUTS  # score=5 tier=easy moves=4 avg=21.8 min=12 conc=0.42
MORE,GOOD  # score=5 tier=easy moves=4 avg=17.8 min=12 conc=0.47
MORE,HALL  # score=5 tier=easy moves=4 avg=25.2 min=21 conc=0.42
MORE,RAGS  # score=5 tier=easy moves=4 avg=23.6 min=18 conc=0.47
MORE,BANS  # score=5 tier=easy moves=4 avg=25.4 min=20 conc=0.44
MORE,LEST  # score=5 tier=easy moves=4 avg=21.4 min=16 conc=0.47
MORE,HATH  # score=5 tier=easy moves=4 avg=22.6 min=11 conc=0.47
MORE,WISH  # score=5 tier=easy moves=4 avg=19.2 min=10 conc=0.45
MORE,HAND  # score=5 tier=easy moves=4 avg=22 min=11 conc=0.43
MORE,HELD  # score=5 tier=easy moves=4 avg=16.8 min=12 conc=0.45
MOSS,RARE  # score=5 tier=easy moves=4 avg=24.8 min=19 conc=0.44
MOSS,WARD  # score=5 tier=easy moves=4 avg=24.8 min=19 conc=0.44
MOSS,BARD  # score=5 tier=easy moves=4 avg=24 min=21 conc=0.43
MOSS,DART  # score=5 tier=easy moves=4 avg=22.2 min=16 conc=0.45
MOSS,CASE  # score=5 tier=easy moves=4 avg=21.4 min=18 conc=0.46
MOSS,HALT  # score=5 tier=easy moves=4 avg=21.4 min=15 conc=0.47
MOSS,BITE  # score=5 tier=easy moves=4 avg=24.2 min=21 conc=0.45
MOSS,PANT  # score=5 tier=easy moves=4 avg=21.4 min=13 conc=0.43
MOSS,FITS  # score=5 tier=easy moves=4 avg=24 min=20 conc=0.49
MOSS,PINT  # score=5 tier=easy moves=4 avg=18.2 min=15 conc=0.4
MOSS,BAND  # score=5 tier=easy moves=4 avg=22.8 min=18 conc=0.41
MOSS,TYNE  # score=5 tier=easy moves=4 avg=21.4 min=10 conc=0.44
MOST,LIBS  # score=5 tier=easy moves=4 avg=17.8 min=16 conc=0.48
MOST,WIND  # score=5 tier=easy moves=4 avg=16 min=14 conc=0.4
MOST,CARD  # score=5 tier=easy moves=4 avg=19 min=17 conc=0.45
MOST,COPE  # score=5 tier=easy moves=4 avg=18.8 min=17 conc=0.4
MOST,COIL  # score=5 tier=easy moves=4 avg=13.2 min=7 conc=0.42
MOST,CAKE  # score=5 tier=easy moves=4 avg=19.4 min=17 conc=0.46
MOST,CONE  # score=5 tier=easy moves=4 avg=19.8 min=17 conc=0.4
MOST,GAPS  # score=5 tier=easy moves=4 avg=22.4 min=17 conc=0.49
MOST,RAMS  # score=5 tier=easy moves=4 avg=20.8 min=16 conc=0.46
MOST,NINE  # score=5 tier=easy moves=4 avg=18.8 min=16 conc=0.47
MOST,COKE  # score=5 tier=easy moves=4 avg=18.4 min=17 conc=0.41
MOST,MAIL  # score=5 tier=easy moves=4 avg=18 min=12 conc=0.47
MOST,HELD  # score=5 tier=easy moves=4 avg=15.6 min=13 conc=0.44
MOST,FATS  # score=5 tier=easy moves=4 avg=20.4 min=12 conc=0.49
MOST,SACK  # score=5 tier=easy moves=4 avg=16.4 min=10 conc=0.48
MOST,MANA  # score=5 tier=easy moves=4 avg=19 min=10 conc=0.44
MOST,LENS  # score=5 tier=easy moves=4 avg=19.2 min=16 conc=0.49
MOST,DARK  # score=5 tier=easy moves=4 avg=17.8 min=16 conc=0.48
MOST,TALL  # score=5 tier=easy moves=4 avg=18 min=12 conc=0.45
MUGS,HULK  # score=5 tier=easy moves=4 avg=16.8 min=8 conc=0.48
MUGS,BARK  # score=5 tier=easy moves=4 avg=23.6 min=19 conc=0.45
MUGS,HAST  # score=5 tier=easy moves=4 avg=22.4 min=19 conc=0.49
MUGS,CARP  # score=5 tier=easy moves=4 avg=23.4 min=13 conc=0.49
MUGS,BATE  # score=5 tier=easy moves=4 avg=24.8 min=19 conc=0.48
MULE,COST  # score=5 tier=easy moves=4 avg=19 min=11 conc=0.39
MULE,LINK  # score=5 tier=easy moves=4 avg=22 min=11 conc=0.41
MULE,COMA  # score=5 tier=easy moves=4 avg=18.2 min=10 conc=0.39
MULE,COMP  # score=5 tier=easy moves=4 avg=17.8 min=8 conc=0.39
MULE,FAST  # score=5 tier=easy moves=4 avg=17 min=11 conc=0.48
MULE,LINN  # score=5 tier=easy moves=4 avg=20 min=11 conc=0.44
MULE,HOOD  # score=5 tier=easy moves=4 avg=18.6 min=11 conc=0.42
MULE,CARL  # score=5 tier=easy moves=4 avg=23 min=11 conc=0.4
MULE,SINK  # score=5 tier=easy moves=4 avg=21.2 min=11 conc=0.43
MULE,COMB  # score=5 tier=easy moves=4 avg=17.6 min=7 conc=0.4
MULE,LIMO  # score=5 tier=easy moves=4 avg=14.4 min=8 conc=0.48
MULE,CARB  # score=5 tier=easy moves=4 avg=22.2 min=11 conc=0.43
MULE,HARP  # score=5 tier=easy moves=4 avg=19.2 min=10 conc=0.45
MULE,EARS  # score=5 tier=easy moves=4 avg=21.6 min=11 conc=0.45
MULE,MEAT  # score=5 tier=easy moves=4 avg=15.2 min=11 conc=0.42
MUSE,OATH  # score=5 tier=easy moves=4 avg=14.6 min=8 conc=0.49
MUSE,GALL  # score=5 tier=easy moves=4 avg=16.8 min=10 conc=0.47
MUSE,BEAT  # score=5 tier=easy moves=4 avg=15.2 min=10 conc=0.47
MUSE,CALL  # score=5 tier=easy moves=4 avg=17.2 min=10 conc=0.44
MUSE,HALO  # score=5 tier=easy moves=4 avg=15.6 min=7 conc=0.47
MUSE,COLT  # score=5 tier=easy moves=4 avg=17.6 min=10 conc=0.38
MUSE,PACT  # score=5 tier=easy moves=4 avg=15 min=9 conc=0.48
MUSE,LEFT  # score=5 tier=easy moves=4 avg=13.6 min=10 conc=0.47
MUST,HATE  # score=5 tier=easy moves=4 avg=19.2 min=12 conc=0.45
MUST,NEXT  # score=5 tier=easy moves=4 avg=13.8 min=7 conc=0.57
MUST,FANS  # score=5 tier=easy moves=4 avg=20.6 min=15 conc=0.46
MUST,BALL  # score=5 tier=easy moves=4 avg=18 min=12 conc=0.46
MUST,HALL  # score=5 tier=easy moves=4 avg=18.8 min=15 conc=0.47
MUST,FALL  # score=5 tier=easy moves=4 avg=16.8 min=12 conc=0.49
MUST,COLA  # score=5 tier=easy moves=4 avg=16 min=14 conc=0.4
MUST,LOBS  # score=5 tier=easy moves=4 avg=16.8 min=13 conc=0.49
MUST,TANK  # score=5 tier=easy moves=4 avg=13.2 min=8 conc=0.45
MUST,WALL  # score=5 tier=easy moves=4 avg=17.2 min=12 conc=0.48
MUST,POPE  # score=5 tier=easy moves=4 avg=15.8 min=15 conc=0.44
MUST,GALE  # score=5 tier=easy moves=4 avg=19 min=12 conc=0.45
MUST,CARS  # score=5 tier=easy moves=4 avg=21 min=15 conc=0.47
MUST,TACK  # score=5 tier=easy moves=4 avg=14.6 min=8 conc=0.44
MUST,RODS  # score=5 tier=easy moves=4 avg=21.4 min=15 conc=0.46
MUST,LORE  # score=5 tier=easy moves=4 avg=17.4 min=13 conc=0.47
MUST,COLE  # score=5 tier=easy moves=4 avg=17.8 min=15 conc=0.42
MUTE,CALL  # score=5 tier=easy moves=4 avg=21 min=13 conc=0.43
MUTE,HARM  # score=5 tier=easy moves=4 avg=19.6 min=12 conc=0.43
MUTE,GONE  # score=5 tier=easy moves=4 avg=16.6 min=12 conc=0.44
MUTE,MAIL  # score=5 tier=easy moves=4 avg=21.2 min=13 conc=0.45
MUTE,WAIT  # score=5 tier=easy moves=4 avg=14.6 min=8 conc=0.41
MUTE,DAMS  # score=5 tier=easy moves=4 avg=20.8 min=13 conc=0.44
MUTE,TAPS  # score=5 tier=easy moves=4 avg=21 min=13 conc=0.43
MUTE,GAPS  # score=5 tier=easy moves=4 avg=20 min=13 conc=0.46
MUTE,CONN  # score=5 tier=easy moves=4 avg=15.4 min=8 conc=0.42
MUTE,COLD  # score=5 tier=easy moves=4 avg=16.4 min=12 conc=0.41
MUTE,WARS  # score=5 tier=easy moves=4 avg=24.8 min=13 conc=0.36
MUTE,CORD  # score=5 tier=easy moves=4 avg=17.6 min=12 conc=0.38
MUTE,COMA  # score=5 tier=easy moves=4 avg=14.8 min=10 conc=0.37
MUTE,WARP  # score=5 tier=easy moves=4 avg=21.6 min=12 conc=0.42
NAIL,WOOL  # score=5 tier=easy moves=4 avg=12.6 min=8 conc=0.64
NAME,BARD  # score=5 tier=easy moves=4 avg=23.8 min=14 conc=0.45
NAME,MARK  # score=5 tier=easy moves=4 avg=23.6 min=14 conc=0.45
NAME,RIMS  # score=5 tier=easy moves=4 avg=19.8 min=14 conc=0.49
NAME,RAND  # score=5 tier=easy moves=4 avg=17.4 min=12 conc=0.48
NAME,CONS  # score=5 tier=easy moves=4 avg=21.8 min=14 conc=0.46
NAME,CORY  # score=5 tier=easy moves=4 avg=20.8 min=14 conc=0.46
NAME,LURE  # score=5 tier=easy moves=4 avg=21.4 min=14 conc=0.45
NAME,LARD  # score=5 tier=easy moves=4 avg=21.6 min=14 conc=0.49
NAME,CORD  # score=5 tier=easy moves=4 avg=20.4 min=14 conc=0.47
NAME,DIRK  # score=5 tier=easy moves=4 avg=15.8 min=10 conc=0.46
NAPS,CONE  # score=5 tier=easy moves=4 avg=25.2 min=21 conc=0.47
NEAR,MALT  # score=5 tier=easy moves=4 avg=13.2 min=12 conc=0.54
NEAR,WELD  # score=5 tier=easy moves=4 avg=13.8 min=11 conc=0.55
NEAT,HERO  # score=5 tier=easy moves=4 avg=12.4 min=11 conc=0.53
NEAT,BOND  # score=5 tier=easy moves=4 avg=16.6 min=12 conc=0.46
NEAT,ROOT  # score=5 tier=easy moves=4 avg=16.2 min=13 conc=0.44
NEAT,WONT  # score=5 tier=easy moves=4 avg=16.6 min=7 conc=0.46
NEAT,MISS  # score=5 tier=easy moves=4 avg=13.6 min=9 conc=0.49
NEAT,BALL  # score=5 tier=easy moves=4 avg=16.8 min=13 conc=0.49
NEAT,LOAN  # score=5 tier=easy moves=4 avg=14.8 min=11 conc=0.44
NEAT,SALT  # score=5 tier=easy moves=4 avg=11.8 min=7 conc=0.48
NEAT,FLOW  # score=5 tier=easy moves=4 avg=13.8 min=12 conc=0.53
NEAT,BOOK  # score=5 tier=easy moves=4 avg=16.6 min=13 conc=0.44
NECK,MACH  # score=5 tier=easy moves=4 avg=13.6 min=9 conc=0.57
NECK,HAND  # score=5 tier=easy moves=4 avg=13.6 min=11 conc=0.57
NECK,DUST  # score=5 tier=easy moves=4 avg=12.8 min=11 conc=0.61
NECK,PANT  # score=5 tier=easy moves=4 avg=14 min=9 conc=0.49
NEED,DIRT  # score=5 tier=easy moves=4 avg=12.2 min=8 conc=0.52
NESS,MATT  # score=5 tier=easy moves=4 avg=17.4 min=9 conc=0.44
NESS,BASE  # score=5 tier=easy moves=4 avg=17 min=9 conc=0.49
NESS,MALT  # score=5 tier=easy moves=4 avg=15.6 min=9 conc=0.44
NESS,MAGE  # score=5 tier=easy moves=4 avg=18 min=9 conc=0.47
NESS,NOSE  # score=5 tier=easy moves=4 avg=14.4 min=9 conc=0.48
NETS,MIST  # score=5 tier=easy moves=4 avg=14.8 min=9 conc=0.46
NETS,SCAM  # score=5 tier=easy moves=4 avg=16.8 min=11 conc=0.49
NETS,STAT  # score=5 tier=easy moves=4 avg=19.4 min=13 conc=0.49
NEXT,DUST  # score=5 tier=easy moves=4 avg=13.4 min=7 conc=0.59
NEXT,GOAT  # score=5 tier=easy moves=4 avg=13 min=7 conc=0.44
NEXT,HERD  # score=5 tier=easy moves=4 avg=11.6 min=7 conc=0.52
NEXT,HELP  # score=5 tier=easy moves=4 avg=10.4 min=7 conc=0.5
NEXT,BUSH  # score=5 tier=easy moves=4 avg=13.4 min=7 conc=0.59
NEXT,LIFT  # score=5 tier=easy moves=4 avg=13.4 min=7 conc=0.52
NICE,MOLD  # score=5 tier=easy moves=4 avg=20 min=14 conc=0.45
NICE,RODS  # score=5 tier=easy moves=4 avg=18.2 min=14 conc=0.49
NICK,RANT  # score=5 tier=easy moves=4 avg=14.2 min=12 conc=0.55
NICK,TEAK  # score=5 tier=easy moves=4 avg=13.6 min=9 conc=0.55
NINE,LORD  # score=5 tier=easy moves=4 avg=21 min=10 conc=0.48
NINE,LOSS  # score=5 tier=easy moves=4 avg=20.8 min=17 conc=0.49
NINE,LOST  # score=5 tier=easy moves=4 avg=20.4 min=16 conc=0.49
NINE,SAWS  # score=5 tier=easy moves=4 avg=24 min=18 conc=0.48
NITE,CORY  # score=5 tier=easy moves=4 avg=19.2 min=15 conc=0.47
NITE,COLT  # score=5 tier=easy moves=4 avg=18 min=15 conc=0.47
NITE,HARE  # score=5 tier=easy moves=4 avg=21.2 min=15 conc=0.48
NITE,TAPE  # score=5 tier=easy moves=4 avg=18.8 min=15 conc=0.49
NITE,COMB  # score=5 tier=easy moves=4 avg=15.4 min=7 conc=0.48
NITE,BARD  # score=5 tier=easy moves=4 avg=21.6 min=15 conc=0.46
NITE,HALE  # score=5 tier=easy moves=4 avg=21 min=15 conc=0.49
NITE,BAND  # score=5 tier=easy moves=4 avg=20.8 min=15 conc=0.44
NITE,BASS  # score=5 tier=easy moves=4 avg=19.8 min=15 conc=0.47
NITE,COMP  # score=5 tier=easy moves=4 avg=15.6 min=8 conc=0.47
NITE,CORK  # score=5 tier=easy moves=4 avg=18.6 min=13 conc=0.49
NODE,MATH  # score=5 tier=easy moves=4 avg=18.2 min=14 conc=0.44
NODE,MAGS  # score=5 tier=easy moves=4 avg=18.8 min=14 conc=0.46
NODE,HAST  # score=5 tier=easy moves=4 avg=14.8 min=12 conc=0.47
NONE,LARD  # score=5 tier=easy moves=4 avg=18.6 min=12 conc=0.49
NONE,HATE  # score=5 tier=easy moves=4 avg=21.8 min=18 conc=0.49
NONE,DIRT  # score=5 tier=easy moves=4 avg=20 min=9 conc=0.42
